sequence	trait1	metadata_NSTI
Achromobacter_pulmonis-_-HE798552--_R-16442_T	0.200122957278198	0.020291
Achromobacter_ruhlandii-_-AB010840--_EY3918_=_ATCC15749_T	0.200122957278198	0.025851
Achromobacter_spanius-_-AY170848--_LMG_5911_T	0.200122957278198	0.026601
Achromobacter_veterisilvae-_-LT976503--_LMG_30378_T	0.200122957278198	0.016091
Achromobacter_xylosoxidans-_-Y14908--_DSM_10346_T	0.200122957278198	0.022391
Acidaminobacter_hydrogenoformans-_-AF016691--_glu_65_T	0.732402505815651	0.099942
Acidaminococcus_fermentans-_-CP001859--_DSM_20731_T	0.64176780366938	0.046301
Acidaminococcus_hominis-_-OL617415--_NSJ-142T	0.64176780366938	0.024801
Acidaminococcus_intestini-_-AF473835--_ADV_255.99_T	0.64176780366938	0.025841
Acidianus_ambivalens-_-D85506--_DSM3772_T	0.500006072692513	0.027591
Acidianus_brierleyi-_-X90477--_DSM_1651_T	0.500006072692513	0.076181
Acidianus_infernus-_-D85505--_DSM3191_T	0.500006072692513	0.026141
Acidianus_sulfidivorans-_-AY907891--_JP7_T	0.500006072692513	0.057041
Acidibacter_ferrireducens-_-JX412366--_MCF85_T	0.849177211153332	0.104562
Acidibrevibacterium_fodinaquatile-_-KY777995--_G45-3_T	0.640165621664879	0.055432
Acidicaldus_organivorans-_-AY140238--_Y008_T	0.640165621664879	0.099682
Acidicapsa_acidiphila-_-KF017280--_MCF10_T	0.538754456540415	0.079991
Acidicapsa_acidisoli-_-LC027464--_SK-11_T	0.538754456540415	0.072181
Acidicapsa_borealis-_-FR774763--_KA1_=_DSM_23886_T	0.538754456540415	0.076931
Acidicapsa_dinghuensis-_-MF150300--_4GSKX_T	0.538754456540415	0.061441
Acidicapsa_ferrireducens-_-KC662255--_MCF9_T	0.538754456540415	0.075891
Acidicapsa_ligni-_-EU780204--_WH120_T	0.538754456540415	0.074171
Acididesulfobacillus_acetoxydans-_-NR_184592--_INE_/type_materialtype_strain_of_AcididesulfobacillusacetoxydansT	0.578859698887978	0.116462
Acidiferrimicrobium_australe-_-MF503098--_USS-CCA1_T	0.515900845594746	0.150062
Acidiferrobacter_thiooxydans-_-AF387301--_m-1-_DSM_2392_T	0.799621088128398	0.115582
Acidihalobacter_aeolianus-_-CP017448--_V6_T	0.715789987114792	0.065611
Acidihalobacter_ferrooxydans-_-CP019434--_V8_n_T	0.715789987114792	0.085021
Acidihalobacter_yilgarnensis-_-JQSG02000006--_DSM_5130_T	0.715789987114792	0.071931
Acidilobus_aceticus-_-AF191225--_Z-1904_T	0.910611812573303	0.133791
Acidilobus_saccharovorans-_-CP001742--_345-15_T	0.910611812573303	0.129201
Acidiluteibacter_ferrifornacis-_-MN240441--_S-15_T	0.422764061424607	0.195792
Acidilutibacter_cellobiosedens-_-MN389521--_JN-28T	1.17414699843931	0.138602
Acidimangrovimonas_pyrenivorans-_-MF774691--_PrR001_T	0.649763519900747	0.075971
Acidimangrovimonas_sediminis-_-KX099618--_MS2-2_T	0.649763519900747	0.062031
Acidimicrobium_ferrooxidans-_-CP001631--_DSM_10331_T	0.515900845594746	0.173612
Acidiphilium_acidophilum-_-D86511--_ATCC27807_T	0.42838902377762	0.057751
Acidiphilium_angustum-_-D30772--_ATCC_35903_T	0.42838902377762	0.052801
Acidiphilium_cryptum-_-D30773--_ATCC_33463_T	0.42838902377762	0.021591
Acidiphilium_iwatense-_-AB561883--_MS8_T	0.42838902377762	0.042581
Acidiphilium_multivorum-_-AB006711--_AIU_301_T	0.42838902377762	0.022301
Acidiphilium_organovorum-_-D30775--_ATCC_43141_T	0.42838902377762	0.023741
Acidiphilium_rubrum-_-D30776--_ATCC_35905_T	0.42838902377762	0.052801
Acidipila_rosea-_-AB561884--_AP8_T	0.538754456540415	0.085812
Acidiplasma_aeolicum-_-AM943980--_DSM_18409_=_JCM_14615_T	0.31638276165833	0.001501
Acidiplasma_cupricumulans-_-AY907888--_BH2_T	0.31638276165833	0.001461
Acidipropionibacterium_acidipropionici-_-AJ704570--_NCFB_570_T	0.500003494532604	0.094491
Acidipropionibacterium_damnosum-_-JQ283461--_IGBL13_T	0.500003494532604	0.103371
Acidipropionibacterium_jensenii-_-AJ704571--_DSM_20535_T	0.500003494532604	0.104191
Acidipropionibacterium_microaerophilum-_-AF234623--_M5_T	0.500003494532604	0.101281
Acidipropionibacterium_olivae-_-JQ283460--_IGBL1_T	0.500003494532604	0.101931
Acidipropionibacterium_thoenii-_-AJ704572--_NCFB_568_T	0.500003494532604	0.105541
Acidipropionibacterium_virtanenii-_-MG596783--_JS278_T	0.500003494532604	0.085871
Acidisarcina_polymorpha-_-MH396772--_SBC82T	0.538754456540415	0.091232
Acidisoma_cellulosilyticum-_-MW463051--_HW_T5.17_T	0.601991807584752	0.083361
Acidisoma_sibiricum-_-AM947653--_TPB606_T	0.601991807584752	0.080201
Acidisoma_silvae-_-MW463052--_HW_T2.11_T	0.601991807584752	0.072891
Acidisoma_tundrae-_-AM947652--_WM1_T	0.601991807584752	0.074471
Acidisphaera_rubrifaciens-_-D86512--_HS-AP3_T	0.608502033104666	2e-06
Aciditerrimonas_ferrireducens-_-AB517669--_IC-180_T	0.515900845594746	0.130372
Acidithiobacillus_albertensis-_-KF537578--_DSM_14366_T	0.464959175830404	0.055991
Acidithiobacillus_caldus-_-CP005986--_ATCC_51756_T	0.464959175830404	0.022281
Acidithiobacillus_ferrianus-_-MN733279--_MG_T	0.464959175830404	0.040651
Acidithiobacillus_ferridurans-_-AJ278719--_ATCC33020_T	0.464959175830404	0.040921
Acidithiobacillus_ferriphilus-_-KR905751--_M20_T	0.464959175830404	0.039531
Acidithiobacillus_ferrivorans-_-AF376020--_NO-37_T	0.464959175830404	0.044841
Acidithiobacillus_ferrooxidans-_-CP001219--_ATCC_23270_T	0.464959175830404	0.036451
Acidithiobacillus_sulfuriphilus-_-MK193868--_CJ-2_T	0.464959175830404	0.025941
Acidithiobacillus_thiooxidans-_-AFOH01000120--_ATCC_19377_T	0.464959175830404	0.054601
Acidithrix_ferrooxidans-_-KC208497--_Py-F3T	0.515900845594746	0.190912
Acidobacterium_ailaaui-_-KX306477--_PMMR2_T	0.538754456540415	0.102692
Acidobacterium_capsulatum-_-CP001472--_ATCC_51196_T	0.538754456540415	0.109682
Acidocella_aluminiidurans-_-AB362219--_AL46_T	0.42838902377762	0.037011
Acidocella_aminolytica-_-D30771--_101_T	0.42838902377762	0.042131
Acidocella_aquatica-_-LC199502--_OK2G_T	0.42838902377762	0.020141
Acidocella_aromatica-_-KC590088--_PFBC_T	0.42838902377762	0.048331
Acidocella_facilis-_-D30774--_ATCC_35904_T	0.42838902377762	0.038461
Acidomonas_methanolica-_-X77468--_LMG_1668_T	0.636489862050479	2e-06
Acidothermus_cellulolyticus-_-AJ007290--_ATCC_43068_T	0.390513026316646	2e-06
Acidovorax_anthurii-_-AJ007013--_CFBP_3232_LTP__T	0.200026173092942	0.076681
Acidovorax_avenae-_-AF137505--_ICMP_3183_T	0.200026173092942	0.039361
Acidovorax_caeni-_-AM084006--_R-24608_T	0.200026173092942	0.029521
Acidovorax_carolinensis-_-EU910093--_NA3_T	0.200026173092942	0.018281
Acidovorax_cattleyae-_-AF137504--_ICMP_2826_T	0.200026173092942	0.040051
Acidovorax_citrulli-_-AF137506--_ICMP_7500_T	0.200026173092942	0.039351
Acidovorax_defluvii-_-Y18616--_BSB411_T	0.200026173092942	0.021071
Acidovorax_delafieldii-_-AF078764--_ATCC_17505_T	0.200026173092942	0.016811
Acidovorax_facilis-_-AF078765--_CCUG_2113_T	0.200026173092942	0.013281
Acidovorax_kalamii-_-KY425604--_KNDSW-TSA6_T	0.200026173092942	0.026651
Acidovorax_lacteus-_-KY287949--_M36_T	0.200026173092942	0.082581
Acidovorax_monticola-_-KY313411--_K-4-16_T	0.200026173092942	0.080931
Acidovorax_oryzae-_-DQ360414--_FC-143_T	0.200026173092942	0.038651
Acidovorax_radicis-_-HM027578--_N35_T	0.200026173092942	0.013371
Acidovorax_soli-_-FJ599672--_BL21_T	0.200026173092942	0.028161
Acidovorax_temperans-_-AF078766--_CCUG_11779_T	0.200026173092942	0.027411
Acidovorax_valerianellae-_-AJ431731--_CFBP_4730_T	0.200026173092942	0.040081
Acidovorax_wautersii-_-JQ946365--_NF1078_T	0.200026173092942	0.027441
Acinetobacter_albensis-_-KR611794--_ANC_3931_T	0.859633270079128	0.050351
Acinetobacter_amyesii-_-ON598627--_ANC5579T	0.859633270079128	0.060981
Acinetobacter_apis-_-JX402203--_HYN18_T	0.859633270079128	0.039931
Acinetobacter_baretiae-_-MN709041--_B10A_T	0.859633270079128	0.049241
Acinetobacter_baumannii-_-X81660--_DSM_30007_LTP__T	0.859633270079128	0.077881
Acinetobacter_baylyi-_-APPT01000006--_CIP_107474_T	0.859633270079128	0.098181
Acinetobacter_beijerinckii-_-AJ626712--_NIPH_838_=_LUH_4759_T	0.859633270079128	0.089011
Acinetobacter_bereziniae-_-APQG01000050--_CIP_70.12_T	0.859633270079128	0.108051
Acinetobacter_bohemicus-_-KF679797--_ANC_3994_T	0.859633270079128	0.075761
Acinetobacter_boissieri-_-JQ771141--_SAP_284.1_T	0.859633270079128	0.045581
Acinetobacter_bouvetii-_-APQD01000004--_CIP_107468_T	0.859633270079128	0.093361
Acinetobacter_brisouii-_-DQ832256--_5YN5-8_T	0.859633270079128	0.109001
Acinetobacter_calcoaceticus-_-AJ888983--_NCCB_22016_T	0.859633270079128	0.114341
Acinetobacter_celticus-_-KX548337--_ANC_3831_T	0.859633270079128	0.075941
Acinetobacter_chengduensis-_-MK796535--_WCHAc060005_T	0.859633270079128	0.111631
Acinetobacter_chinensis-_-CP032134--_WCHAc010005_T	0.859633270079128	0.091251
Acinetobacter_courvalinii-_-KT997472--_ANC_3623_T	0.859633270079128	0.103731
Acinetobacter_cumulans-_-CP035934--_WCHAc060092_T	0.859633270079128	0.103151
Acinetobacter_defluvii-_-KY435933--_WCHA30_T	0.859633270079128	0.119311
Acinetobacter_dispersus-_-KT997473--_ANC_4105_T	0.859633270079128	0.114341
Acinetobacter_entericus-_-OP713786--_BIT-DXN8_/type_materialtype_strain_of_Acinetobacter_entericusT	0.859633270079128	0.103371
Acinetobacter_equi-_-KC494698--_114_T	0.859633270079128	0.024491
Acinetobacter_gandensis-_-KM206131--_UG_60467_T	0.859633270079128	0.126671
Acinetobacter_geminorum-_-MT380471--_J000019T	0.859633270079128	0.115721
Acinetobacter_gerneri-_-APPN01000046--_CIP_107464_T	0.859633270079128	0.119971
Acinetobacter_guerrae-_-KX870878--_AC_1271_T	0.859633270079128	0.112131
Acinetobacter_guillouiae-_-APOS01000028--_CIP_63.46_T	0.859633270079128	0.098991
Acinetobacter_gyllenbergii-_-AJ293694--_RUH_422_=_NIPH_2150_=_ACI_651_T	0.859633270079128	0.083521
Acinetobacter_haemolyticus-_-APQQ01000002--_CIP_64.3_T	0.859633270079128	0.082841
Acinetobacter_halotolerans-_-KT032155--_R160_T	0.859633270079128	0.084111
Acinetobacter_harbinensis-_-KC843488--_HITLi_7_T	0.859633270079128	0.055561
Acinetobacter_ihumii-_-LR031292--_Marseille-P8049T	0.859633270079128	0.134101
Acinetobacter_indicus-_-JQ608323--_1NM-4_T	0.859633270079128	0.059571
Acinetobacter_johnsonii-_-APON01000041--_CIP_64.6_T	0.859633270079128	0.084911
Acinetobacter_junii-_-X81664--_DSM_6964_LTP__T	0.859633270079128	0.091221
Acinetobacter_kanungonis-_-MW114828--_PS-1_T	0.859633270079128	0.101821
Acinetobacter_kookii-_-JX137279--_11-0202_T	0.859633270079128	0.057171
Acinetobacter_lactucae-_-KU921101--_NRRL_B-41902_T	0.859633270079128	0.108751
Acinetobacter_lanii-_-MK990276--_185__T	0.859633270079128	0.040581
Acinetobacter_larvae-_-KU560468--_BRTC-1_T	0.859633270079128	0.121611
Acinetobacter_lwoffii-_-APQS01000019--_CIP_64.10_T	0.859633270079128	0.082501
Acinetobacter_modestus-_-KT997474--_NIPH_236_T	0.859633270079128	0.094011
Acinetobacter_nectaris-_-JQ771132--_SAP_763.2_T	0.859633270079128	0.041341
Acinetobacter_nematophilus-_-OP818110--_A-IN1_/type_materialtype_strain_of_Acinetobacter_nematophilusT	0.859633270079128	0.109041
Acinetobacter_nosocomialis-_-HQ180192--_RUH_2376_T	0.859633270079128	0.128481
Acinetobacter_parvus-_-AIEB01000124--_DSM_16617_T	0.859633270079128	0.110161
Acinetobacter_piscicola-_-MF062566--_LW15_T	0.859633270079128	0.094701
Acinetobacter_pittii-_-HQ180184--_LMG_1035_T	0.859633270079128	0.115051
Acinetobacter_pollinis-_-MN701878--_SCC77_T	0.859633270079128	0.042161
Acinetobacter_populi-_-KM518626--_PBJ7_T	0.859633270079128	0.101001
Acinetobacter_portensis-_-KX870877--_AC_877_T	0.859633270079128	0.093641
Acinetobacter_pragensis-_-KX014586--_ANC_4149_T	0.859633270079128	0.049721
Acinetobacter_proteolyticus-_-KT997475--_NIPH_809_T	0.859633270079128	0.081391
Acinetobacter_pseudolwoffii-_-PHRG01000000--_ANC_5044_T	0.859633270079128	0.067131
Acinetobacter_puyangensis-_-JN664255--_BQ4-1_T	0.859633270079128	0.119931
Acinetobacter_qingfengensis-_-JX982123--_2BJ1_T	0.859633270079128	0.142631
Acinetobacter_radioresistens-_-BAGY01000082--_NBRC_102413_T	0.859633270079128	0.026591
Acinetobacter_rathckeae-_-MN701873--_EC24_T	0.859633270079128	0.044711
Acinetobacter_rudis-_-EF204258--_G30_T	0.859633270079128	0.112521
Acinetobacter_schindleri-_-APPQ01000011--_CIP_107287_T	0.859633270079128	0.068671
Acinetobacter_sedimenti-_-MW282900--_A3.8T	0.859633270079128	0.102441
Acinetobacter_seifertii-_-FJ860878--_LUH_1472_T	0.859633270079128	0.124811
Acinetobacter_shaoyimingii-_-MT138534--_323-1__T	0.859633270079128	0.048261
Acinetobacter_sichuanensis-_-MH179327--_WCHAc060041_T	0.859633270079128	0.089841
Acinetobacter_silvestris-_-OM630156--_ANC_4999_T	0.859633270079128	0.061661
Acinetobacter_soli-_-EU290155--_B1_T	0.859633270079128	0.094721
Acinetobacter_stercoris-_-MT138756--_KPC-SM-21_T	0.859633270079128	0.104561
Acinetobacter_tandoii-_-HE651929--_DSM_14970_T	0.859633270079128	0.102541
Acinetobacter_terrae-_-JABERI010000001--_ANC_4282_T	0.859633270079128	0.041971
Acinetobacter_terrestris-_-SJNZ01000001--_ANC_4471_T	0.859633270079128	0.042671
Acinetobacter_tibetensis-_-ON138910--_Y-23T	0.859633270079128	0.079821
Acinetobacter_tjernbergiae-_-HE651928--_DSM_14971_T	0.859633270079128	0.100401
Acinetobacter_towneri-_-APPY01000064--_CIP_107472_T	0.859633270079128	0.055421
Acinetobacter_ursingii-_-APQA01000026--_CIP_107286_T	0.859633270079128	0.112501
Acinetobacter_variabilis-_-KP278590--_NIPH_2171_T	0.859633270079128	0.034981
Acinetobacter_venetianus-_-AJ295007--_ATCC_31012_T	0.859633270079128	0.078601
Acinetobacter_vivianii-_-KT997477--_NIPH_2168_T	0.859633270079128	0.100251
Acinetobacter_wanghuae-_-MK226441--_dk386__T	0.859633270079128	0.066571
Acinetobacter_wuhouensis-_-KY853661--_WCHA60_T	0.859633270079128	0.110851
Acrocarpospora_catenulata-_-MZ182294--_H8750T	0.568006723709504	0.029771
Acrocarpospora_corrugata-_-AB188150--_NBRC_13972T_T	0.568006723709504	0.016261
Acrocarpospora_macrocephala-_-AB025318--_IFO_16266_T	0.568006723709504	0.034781
Acrocarpospora_phusangensis-_-AB649124--_PS33-18_T	0.568006723709504	0.033301
Acrocarpospora_pleiomorpha-_-AB006174--_R-31_T	0.568006723709504	0.038301
Actibacter_haliotis-_-KC193210--_W113_T	0.368806604773936	0.131681
Actibacter_sediminis-_-EF670651--_JC2129_T	0.368806604773936	0.128421
Actibacterium_atlanticum-_-KJ159064--_22II-S11-z10_T	0.544154521505702	0.086531
Actibacterium_lipolyticum-_-KJ889015--_SSK1-4_T	0.649763519900747	0.102881
Actibacterium_mucosum-_-HE590855--_CECT_7668_T	0.544154521505702	0.093191
Actibacterium_naphthalenivorans-_-KP272155--_NS6_T	0.649763519900747	0.116831
Actibacterium_pelagium-_-KY273602--_JN33_T	0.544154521505702	0.073161
Actibacterium_ureilyticum-_-KP162062--_LS-811_T	0.544154521505702	0.094561
Actimicrobium_antarcticum-_-HQ699437--_KOPRI_25157__T	0.599986165582554	0.039272
Actinoallomurus_acaciae-_-EU429322--_GMKU_931_T	0.336565269523043	0.051891
Actinoallomurus_acanthiterrae-_-JQ085862--_2614A723_T	0.336565269523043	0.061021
Actinoallomurus_amamiensis-_-AB364583--_TT00-28_-=_NBRC_103682-_T	0.336565269523043	0.051191
Actinoallomurus_bryophytorum-_-KJ425409--_NEAU-TX1-15_T	0.336565269523043	0.063251
Actinoallomurus_caesius-_-AB364589--_A3015_-=_NBRC_103678-_T	0.336565269523043	0.052591
Actinoallomurus_coprocola-_-AB364579--_TT04-09_-=_NBRC_103688-_T	0.336565269523043	0.047641
Actinoallomurus_fulvus-_-AB364582--_TT99-66_-=_NBRC_103680-_T	0.336565269523043	0.051891
Actinoallomurus_iriomotensis-_-AB364586--_TT02-47_-=_NBRC_103685-_T	0.336565269523043	0.046921
Actinoallomurus_liliacearum-_-AB668306--_K10-0485_T	0.336565269523043	0.081591
Actinoallomurus_luridus-_-AB364585--_TT02-15_-=_NBRC_103683-_T	0.336565269523043	0.079431
Actinoallomurus_oryzae-_-EU420071--_GMKU_370_T	0.336565269523043	0.050461
Actinoallomurus_purpureus-_-AB364588--_TTN02-30_-=_NBRC_103687-_T	0.336565269523043	0.069511
Actinoallomurus_radicium-_-AB578855--_K08-0182_T	0.336565269523043	0.063941
Actinoallomurus_spadix-_-AJ293712--_IMSNU_20015T_T	0.336565269523043	0.065971
Actinoallomurus_vinaceus-_-AB668307--_K10-0528_T	0.336565269523043	0.059901
Actinoallomurus_yoronensis-_-AB364584--_TTN02-22_-=_NBRC_103686-_T	0.336565269523043	0.063251
Actinoalloteichus_cyanogriseus-_-HG917901--_DSM_40103_T	0.483237852363594	0.067461
Actinoalloteichus_hoggarensis-_-KJ504175--_AH97_T	0.483237852363594	0.052001
Actinoalloteichus_hymeniacidonis-_-CP014859--_HPA177-T-_-=DSM_45092-T--_n_T	0.483237852363594	0.052611
