sequence	trait1	metadata_NSTI
Aciditerrimonas_ferrireducens-_-AB517669--_IC-180_T	7.16466891283604	0.187961
Acidithiobacillus_albertensis-_-KF537578--_DSM_14366_T	6.32254448739796	0.03907
Acidithiobacillus_caldus-_-CP005986--_ATCC_51756_T	6.32254448739796	0.06712
Acidithiobacillus_ferrianus-_-MN733279--_MG_T	6.32254448739796	0.02373
Acidithiobacillus_ferridurans-_-AJ278719--_ATCC33020_T	6.32254448739796	0.024
Acidithiobacillus_ferriphilus-_-KR905751--_M20_T	6.32254448739796	0.01141
Acidithiobacillus_ferrooxidans-_-CP001219--_ATCC_23270_T	6.32254448739796	0.02233
Acidithiobacillus_sulfuriphilus-_-MK193868--_CJ-2_T	6.32254448739796	0.04538
Acidithiobacillus_thiooxidans-_-AFOH01000120--_ATCC_19377_T	6.32254448739796	0.03768
Acidithrix_ferrooxidans-_-KC208497--_Py-F3T	7.16466891283604	0.248501
Acidobacterium_ailaaui-_-KX306477--_PMMR2_T	6.44477806546597	0.516811
Acidobacterium_capsulatum-_-CP001472--_ATCC_51196_T	6.44477806546597	0.523801
Acidocella_aluminiidurans-_-AB362219--_AL46_T	6.93980902408875	0.21189
Acidocella_aminolytica-_-D30771--_101_T	6.93980902408875	0.21701
Acidocella_aquatica-_-LC199502--_OK2G_T	6.93980902408875	0.19502
Acidocella_aromatica-_-KC590088--_PFBC_T	6.93980902408875	0.22321
Acidocella_facilis-_-D30774--_ATCC_35904_T	6.93980902408875	0.21334
Acidomonas_methanolica-_-X77468--_LMG_1668_T	6.93980902408875	0.096961
Acidothermus_cellulolyticus-_-AJ007290--_ATCC_43068_T	7.16466891283604	0.115991
Acidovorax_anthurii-_-AJ007013--_CFBP_3232_LTP__T	7.15686214912015	0.285
Acidovorax_avenae-_-AF137505--_ICMP_3183_T	7.15686214912015	0.24768
Acidovorax_caeni-_-AM084006--_R-24608_T	7.15686214912015	0.23784
Acidovorax_carolinensis-_-EU910093--_NA3_T	7.15686214912015	0.2266
Acidovorax_cattleyae-_-AF137504--_ICMP_2826_T	7.15686214912015	0.24837
Acidovorax_citrulli-_-AF137506--_ICMP_7500_T	7.15686214912015	0.24767
Acidovorax_defluvii-_-Y18616--_BSB411_T	7.15686214912015	0.22939
Acidovorax_delafieldii-_-AF078764--_ATCC_17505_T	7.15686214912015	0.22513
Acidovorax_facilis-_-AF078765--_CCUG_2113_T	7.15686214912015	0.2216
Acidovorax_kalamii-_-KY425604--_KNDSW-TSA6_T	7.15686214912015	0.23497
Acidovorax_lacteus-_-KY287949--_M36_T	7.15686214912015	0.2909
Acidovorax_monticola-_-KY313411--_K-4-16_T	7.15686214912015	0.28925
Acidovorax_oryzae-_-DQ360414--_FC-143_T	7.15686214912015	0.24697
Acidovorax_radicis-_-HM027578--_N35_T	7.15686214912015	0.22169
Acidovorax_soli-_-FJ599672--_BL21_T	7.15686214912015	0.23648
Acidovorax_temperans-_-AF078766--_CCUG_11779_T	7.15686214912015	0.23573
Acidovorax_valerianellae-_-AJ431731--_CFBP_4730_T	7.15686214912015	0.2484
Acidovorax_wautersii-_-JQ946365--_NF1078_T	7.15686214912015	0.23576
Acinetobacter_albensis-_-KR611794--_ANC_3931_T	7.04029996937581	0.10148
Acinetobacter_amyesii-_-ON598627--_ANC5579T	7.04029996937581	0.08434
Acinetobacter_apis-_-JX402203--_HYN18_T	7.1641110426873	0.0995
Acinetobacter_baretiae-_-MN709041--_B10A_T	7.1641110426873	0.10881
Acinetobacter_baumannii-_-X81660--_DSM_30007_LTP__T	7.04029996937581	0.08438
Acinetobacter_baylyi-_-APPT01000006--_CIP_107474_T	7.04029996937581	0.10468
Acinetobacter_beijerinckii-_-AJ626712--_NIPH_838_=_LUH_4759_T	7.04029996937581	0.06317
Acinetobacter_bereziniae-_-APQG01000050--_CIP_70.12_T	7.04029996937581	0.08923
Acinetobacter_bohemicus-_-KF679797--_ANC_3994_T	7.04029996937581	0.12024
Acinetobacter_boissieri-_-JQ771141--_SAP_284.1_T	7.1641110426873	0.10515
Acinetobacter_bouvetii-_-APQD01000004--_CIP_107468_T	7.04029996937581	0.06752
Acinetobacter_calcoaceticus-_-AJ888983--_NCCB_22016_T	7.04029996937581	0.05194
Acinetobacter_celticus-_-KX548337--_ANC_3831_T	7.04029996937581	0.12042
Acinetobacter_chengduensis-_-MK796535--_WCHAc060005_T	7.04029996937581	0.09281
Acinetobacter_chinensis-_-CP032134--_WCHAc010005_T	7.04029996937581	0.07243
Acinetobacter_courvalinii-_-KT997472--_ANC_3623_T	7.04029996937581	0.11023
Acinetobacter_cumulans-_-CP035934--_WCHAc060092_T	7.04029996937581	0.08433
Acinetobacter_defluvii-_-KY435933--_WCHA30_T	7.04029996937581	0.10049
Acinetobacter_dispersus-_-KT997473--_ANC_4105_T	7.04029996937581	0.0885
Acinetobacter_entericus-_-OP713786--_BIT-DXN8_/type_materialtype_strain_of_Acinetobacter_entericusT	7.04029996937581	0.07753
Acinetobacter_equi-_-KC494698--_114_T	7.04029996937581	0.07562
Acinetobacter_gandensis-_-KM206131--_UG_60467_T	7.04029996937581	0.10785
Acinetobacter_geminorum-_-MT380471--_J000019T	7.04029996937581	0.05332
Acinetobacter_gerneri-_-APPN01000046--_CIP_107464_T	7.04029996937581	0.12647
Acinetobacter_guerrae-_-KX870878--_AC_1271_T	7.04029996937581	0.07223
Acinetobacter_guillouiae-_-APOS01000028--_CIP_63.46_T	7.04029996937581	0.08017
Acinetobacter_gyllenbergii-_-AJ293694--_RUH_422_=_NIPH_2150_=_ACI_651_T	7.04029996937581	0.05768
Acinetobacter_haemolyticus-_-APQQ01000002--_CIP_64.3_T	7.04029996937581	0.057
Acinetobacter_halotolerans-_-KT032155--_R160_T	7.04029996937581	0.09061
Acinetobacter_harbinensis-_-KC843488--_HITLi_7_T	7.04029996937581	0.10669
Acinetobacter_ihumii-_-LR031292--_Marseille-P8049T	7.04029996937581	0.0942
Acinetobacter_johnsonii-_-APON01000041--_CIP_64.6_T	7.04029996937581	0.05907
Acinetobacter_junii-_-X81664--_DSM_6964_LTP__T	7.04029996937581	0.07804
Acinetobacter_kanungonis-_-MW114828--_PS-1_T	7.04029996937581	0.06192
Acinetobacter_kookii-_-JX137279--_11-0202_T	7.04029996937581	0.09319
Acinetobacter_lactucae-_-KU921101--_NRRL_B-41902_T	7.04029996937581	0.04635
Acinetobacter_lanii-_-MK990276--_185__T	7.04029996937581	0.09171
Acinetobacter_larvae-_-KU560468--_BRTC-1_T	7.04029996937581	0.10843
Acinetobacter_lwoffii-_-APQS01000019--_CIP_64.10_T	7.04029996937581	0.13363
Acinetobacter_modestus-_-KT997474--_NIPH_236_T	7.04029996937581	0.08083
Acinetobacter_nectaris-_-JQ771132--_SAP_763.2_T	7.1641110426873	0.10091
Acinetobacter_nematophilus-_-OP818110--_A-IN1_/type_materialtype_strain_of_Acinetobacter_nematophilusT	7.04029996937581	0.09022
Acinetobacter_nosocomialis-_-HQ180192--_RUH_2376_T	7.04029996937581	0.06608
Acinetobacter_parvus-_-AIEB01000124--_DSM_16617_T	7.04029996937581	0.08432
Acinetobacter_piscicola-_-MF062566--_LW15_T	7.04029996937581	0.07588
Acinetobacter_pittii-_-HQ180184--_LMG_1035_T	7.04029996937581	0.05265
Acinetobacter_pollinis-_-MN701878--_SCC77_T	7.1641110426873	0.10173
Acinetobacter_populi-_-KM518626--_PBJ7_T	7.04029996937581	0.1075
Acinetobacter_portensis-_-KX870877--_AC_877_T	7.04029996937581	0.07482
Acinetobacter_pragensis-_-KX014586--_ANC_4149_T	7.04029996937581	0.0942
Acinetobacter_proteolyticus-_-KT997475--_NIPH_809_T	7.04029996937581	0.05555
Acinetobacter_pseudolwoffii-_-PHRG01000000--_ANC_5044_T	7.04029996937581	0.11826
Acinetobacter_puyangensis-_-JN664255--_BQ4-1_T	7.04029996937581	0.12643
Acinetobacter_qingfengensis-_-JX982123--_2BJ1_T	7.04029996937581	0.12381
Acinetobacter_radioresistens-_-BAGY01000082--_NBRC_102413_T	7.04029996937581	0.06646
Acinetobacter_rathckeae-_-MN701873--_EC24_T	7.1641110426873	0.10428
Acinetobacter_rudis-_-EF204258--_G30_T	7.04029996937581	0.09934
Acinetobacter_schindleri-_-APPQ01000011--_CIP_107287_T	7.04029996937581	0.09203
Acinetobacter_sedimenti-_-MW282900--_A3.8T	7.04029996937581	0.08362
Acinetobacter_seifertii-_-FJ860878--_LUH_1472_T	7.04029996937581	0.06241
Acinetobacter_shaoyimingii-_-MT138534--_323-1__T	7.04029996937581	0.09939
Acinetobacter_sichuanensis-_-MH179327--_WCHAc060041_T	7.04029996937581	0.07102
Acinetobacter_silvestris-_-OM630156--_ANC_4999_T	7.04029996937581	0.10614
Acinetobacter_soli-_-EU290155--_B1_T	7.04029996937581	0.10122
Acinetobacter_stercoris-_-MT138756--_KPC-SM-21_T	7.04029996937581	0.11106
Acinetobacter_tandoii-_-HE651929--_DSM_14970_T	7.04029996937581	0.06264
Acinetobacter_terrae-_-JABERI010000001--_ANC_4282_T	7.04029996937581	0.0931
Acinetobacter_terrestris-_-SJNZ01000001--_ANC_4471_T	7.04029996937581	0.0938
Acinetobacter_tibetensis-_-ON138910--_Y-23T	7.04029996937581	0.061
Acinetobacter_tjernbergiae-_-HE651928--_DSM_14971_T	7.04029996937581	0.07456
Acinetobacter_towneri-_-APPY01000064--_CIP_107472_T	7.04029996937581	0.03067
Acinetobacter_ursingii-_-APQA01000026--_CIP_107286_T	7.04029996937581	0.0726
Acinetobacter_variabilis-_-KP278590--_NIPH_2171_T	7.04029996937581	0.07201
Acinetobacter_venetianus-_-AJ295007--_ATCC_31012_T	7.04029996937581	0.06542
Acinetobacter_vivianii-_-KT997477--_NIPH_2168_T	7.04029996937581	0.10675
Acinetobacter_wanghuae-_-MK226441--_dk386__T	7.04029996937581	0.1177
Acinetobacter_wuhouensis-_-KY853661--_WCHA60_T	7.04029996937581	0.09203
Acrocarpospora_catenulata-_-MZ182294--_H8750T	7.54116226130053	0.14275
Acrocarpospora_corrugata-_-AB188150--_NBRC_13972T_T	7.54116226130053	0.12924
Acrocarpospora_macrocephala-_-AB025318--_IFO_16266_T	7.54116226130053	0.14776
Acrocarpospora_phusangensis-_-AB649124--_PS33-18_T	7.54116226130053	0.14628
Acrocarpospora_pleiomorpha-_-AB006174--_R-31_T	7.54116226130053	0.15128
Actibacter_haliotis-_-KC193210--_W113_T	6.9468622991627	0.22332
Actibacter_sediminis-_-EF670651--_JC2129_T	6.9468622991627	0.22006
Actibacterium_atlanticum-_-KJ159064--_22II-S11-z10_T	7.45027238398204	0.14721
Actibacterium_lipolyticum-_-KJ889015--_SSK1-4_T	7.02841499747641	0.26791
Actibacterium_mucosum-_-HE590855--_CECT_7668_T	7.45027238398204	0.15387
Actibacterium_naphthalenivorans-_-KP272155--_NS6_T	7.02841499747641	0.28186
Actibacterium_pelagium-_-KY273602--_JN33_T	7.45027238398204	0.13384
Actibacterium_ureilyticum-_-KP162062--_LS-811_T	7.45027238398204	0.15524
Actimicrobium_antarcticum-_-HQ699437--_KOPRI_25157__T	7.17755708816776	0.073071
Actinoallomurus_acaciae-_-EU429322--_GMKU_931_T	7.54116226130053	0.09588
Actinoallomurus_acanthiterrae-_-JQ085862--_2614A723_T	7.54116226130053	0.10501
Actinoallomurus_amamiensis-_-AB364583--_TT00-28_-=_NBRC_103682-_T	7.54116226130053	0.09518
Actinoallomurus_bryophytorum-_-KJ425409--_NEAU-TX1-15_T	7.54116226130053	0.10724
Actinoallomurus_caesius-_-AB364589--_A3015_-=_NBRC_103678-_T	7.54116226130053	0.09658
Actinoallomurus_coprocola-_-AB364579--_TT04-09_-=_NBRC_103688-_T	7.54116226130053	0.09163
Actinoallomurus_fulvus-_-AB364582--_TT99-66_-=_NBRC_103680-_T	7.54116226130053	0.09588
Actinoallomurus_iriomotensis-_-AB364586--_TT02-47_-=_NBRC_103685-_T	7.54116226130053	0.09091
Actinoallomurus_liliacearum-_-AB668306--_K10-0485_T	7.54116226130053	0.12558
Actinoallomurus_luridus-_-AB364585--_TT02-15_-=_NBRC_103683-_T	7.54116226130053	0.12342
Actinoallomurus_oryzae-_-EU420071--_GMKU_370_T	7.54116226130053	0.09445
Actinoallomurus_purpureus-_-AB364588--_TTN02-30_-=_NBRC_103687-_T	7.54116226130053	0.1135
Actinoallomurus_radicium-_-AB578855--_K08-0182_T	7.54116226130053	0.10793
Actinoallomurus_spadix-_-AJ293712--_IMSNU_20015T_T	7.54116226130053	0.10996
Actinoallomurus_vinaceus-_-AB668307--_K10-0528_T	7.54116226130053	0.10389
Actinoallomurus_yoronensis-_-AB364584--_TTN02-22_-=_NBRC_103686-_T	7.54116226130053	0.10724
Actinoalloteichus_cyanogriseus-_-HG917901--_DSM_40103_T	7.56981040805113	0.18135
Actinoalloteichus_hoggarensis-_-KJ504175--_AH97_T	7.56981040805113	0.16589
Actinoalloteichus_hymeniacidonis-_-CP014859--_HPA177-T-_-=DSM_45092-T--_n_T	7.56981040805113	0.1665
Actinoalloteichus_nanshanensis-_-GQ926935--_NEAU_119_T	7.56981040805113	0.16862
Actinoalloteichus_spitiensis-_-AY426714--_MTCC_6194_T	7.56981040805113	0.17993
Actinobacillus_anseriformium-_-AY172727--_F66_T	7.08457572656955	0.15009
Actinobacillus_arthritidis-_-L06084--_CCUG_24862_LTP__T	7.08457572656955	0.11548
