sequence	trait1	metadata_NSTI
Acinetobacter_geminorum-_-MT380471--_J000019T	29.1033240509955	0.05332
Acinetobacter_guerrae-_-KX870878--_AC_1271_T	29.1033240509955	0.01079
Acinetobacter_halotolerans-_-KT032155--_R160_T	29.4345356935537	0.04191
Acinetobacter_harbinensis-_-KC843488--_HITLi_7_T	29.5958123771578	0.06668
Acinetobacter_ihumii-_-LR031292--_Marseille-P8049T	29.1033240509955	0.04116
Acinetobacter_junii-_-X81664--_DSM_6964_LTP__T	29.0566084061794	0.04202
Acinetobacter_kanungonis-_-MW114828--_PS-1_T	29.1033240509955	0.04566
Acinetobacter_kookii-_-JX137279--_11-0202_T	29.4291013568744	0.05286
Acinetobacter_lactucae-_-KU921101--_NRRL_B-41902_T	29.1033240509955	0.04635
Acinetobacter_lanii-_-MK990276--_185__T	29.5958123771578	0.05873
Acinetobacter_larvae-_-KU560468--_BRTC-1_T	28.7164305982853	0.04673
Acinetobacter_modestus-_-KT997474--_NIPH_236_T	29.0566084061794	0.04481
Acinetobacter_nematophilus-_-OP818110--_A-IN1_/type_materialtype_strain_of_Acinetobacter_nematophilusT	29.9997556511792	0.01007
Acinetobacter_nosocomialis-_-HQ180192--_RUH_2376_T	29.1033240509955	0.06608
Acinetobacter_piscicola-_-MF062566--_LW15_T	29.141879539102	0.04619
Acinetobacter_pittii-_-HQ180184--_LMG_1035_T	29.1033240509955	0.05265
Acinetobacter_pollinis-_-MN701878--_SCC77_T	29.8765539142301	0.01058
Acinetobacter_populi-_-KM518626--_PBJ7_T	29.4345356935537	0.05241
Acinetobacter_portensis-_-KX870877--_AC_877_T	29.141879539102	0.04513
Acinetobacter_pragensis-_-KX014586--_ANC_4149_T	29.4291013568744	0.05112
Acinetobacter_proteolyticus-_-KT997475--_NIPH_809_T	29.1621538887244	0.02659
Acinetobacter_pseudolwoffii-_-PHRG01000000--_ANC_5044_T	29.5958123771578	0.02513
Acinetobacter_puyangensis-_-JN664255--_BQ4-1_T	29.4345356935537	0.05292
Acinetobacter_qingfengensis-_-JX982123--_2BJ1_T	29.141879539102	0.05202
Acinetobacter_rathckeae-_-MN701873--_EC24_T	29.8765539142301	0.03133
Acinetobacter_sedimenti-_-MW282900--_A3.8T	29.141879539102	0.04263
Acinetobacter_seifertii-_-FJ860878--_LUH_1472_T	29.1033240509955	0.06241
Acinetobacter_shaoyimingii-_-MT138534--_323-1__T	29.5958123771578	0.04538
Acinetobacter_sichuanensis-_-MH179327--_WCHAc060041_T	29.141879539102	0.04133
Acinetobacter_silvestris-_-OM630156--_ANC_4999_T	29.4291013568744	0.04476
Acinetobacter_soli-_-EU290155--_B1_T	29.4345356935537	0.03002
Acinetobacter_stercoris-_-MT138756--_KPC-SM-21_T	29.4345356935537	0.05879
Acinetobacter_tandoii-_-HE651929--_DSM_14970_T	29.1033240509955	0.04638
Acinetobacter_terrae-_-JABERI010000001--_ANC_4282_T	29.5958123771578	0.05029
Acinetobacter_terrestris-_-SJNZ01000001--_ANC_4471_T	29.5958123771578	0.05099
Acinetobacter_tibetensis-_-ON138910--_Y-23T	29.141879539102	0.03484
Acinetobacter_tjernbergiae-_-HE651928--_DSM_14971_T	29.2787288613328	0.02938
Acinetobacter_variabilis-_-KP278590--_NIPH_2171_T	29.7899983889375	0.04187
Acinetobacter_vivianii-_-KT997477--_NIPH_2168_T	29.4345356935537	0.07635
Acinetobacter_wanghuae-_-MK226441--_dk386__T	29.5958123771578	0.08472
Acinetobacter_wuhouensis-_-KY853661--_WCHA60_T	29.141879539102	0.02024
Acrocarpospora_catenulata-_-MZ182294--_H8750T	29.8755618862075	0.10405
Acrocarpospora_corrugata-_-AB188150--_NBRC_13972T_T	29.8755618862075	0.09054
Acrocarpospora_macrocephala-_-AB025318--_IFO_16266_T	29.8755618862075	0.10906
Acrocarpospora_phusangensis-_-AB649124--_PS33-18_T	29.8755618862075	0.10758
Acrocarpospora_pleiomorpha-_-AB006174--_R-31_T	29.8755618862075	0.11258
Actibacter_haliotis-_-KC193210--_W113_T	23.0871408352272	0.18131
Actibacter_sediminis-_-EF670651--_JC2129_T	23.0871408352272	0.17805
Actibacterium_atlanticum-_-KJ159064--_22II-S11-z10_T	27.3660598292324	0.03596
Actibacterium_lipolyticum-_-KJ889015--_SSK1-4_T	27.4920549661282	0.09457
Actibacterium_naphthalenivorans-_-KP272155--_NS6_T	27.4920549661282	0.10852
Actibacterium_pelagium-_-KY273602--_JN33_T	27.3660598292324	0.04637
Actibacterium_ureilyticum-_-KP162062--_LS-811_T	27.3660598292324	0.08165
Actimicrobium_antarcticum-_-HQ699437--_KOPRI_25157__T	29.0757096055588	0.070181
Actinoallomurus_acaciae-_-EU429322--_GMKU_931_T	31.6095753953462	0.08539
Actinoallomurus_acanthiterrae-_-JQ085862--_2614A723_T	31.6095753953462	0.09452
Actinoallomurus_amamiensis-_-AB364583--_TT00-28_-=_NBRC_103682-_T	31.6095753953462	0.08469
Actinoallomurus_bryophytorum-_-KJ425409--_NEAU-TX1-15_T	31.6095753953462	0.09675
Actinoallomurus_caesius-_-AB364589--_A3015_-=_NBRC_103678-_T	31.6095753953462	0.08609
Actinoallomurus_coprocola-_-AB364579--_TT04-09_-=_NBRC_103688-_T	31.6095753953462	0.08114
Actinoallomurus_fulvus-_-AB364582--_TT99-66_-=_NBRC_103680-_T	31.6095753953462	0.08539
Actinoallomurus_iriomotensis-_-AB364586--_TT02-47_-=_NBRC_103685-_T	31.6095753953462	0.08042
Actinoallomurus_liliacearum-_-AB668306--_K10-0485_T	31.6095753953462	0.11509
Actinoallomurus_luridus-_-AB364585--_TT02-15_-=_NBRC_103683-_T	31.6095753953462	0.11293
Actinoallomurus_oryzae-_-EU420071--_GMKU_370_T	31.6095753953462	0.08396
Actinoallomurus_purpureus-_-AB364588--_TTN02-30_-=_NBRC_103687-_T	31.6095753953462	0.10301
Actinoallomurus_radicium-_-AB578855--_K08-0182_T	31.6095753953462	0.09744
Actinoallomurus_spadix-_-AJ293712--_IMSNU_20015T_T	31.6095753953462	0.09947
Actinoallomurus_vinaceus-_-AB668307--_K10-0528_T	31.6095753953462	0.0934
Actinoallomurus_yoronensis-_-AB364584--_TTN02-22_-=_NBRC_103686-_T	31.6095753953462	0.09675
Actinoalloteichus_cyanogriseus-_-HG917901--_DSM_40103_T	29.3752001213791	0.00424
Actinoalloteichus_hoggarensis-_-KJ504175--_AH97_T	29.3752001213791	0.05398
Actinoalloteichus_hymeniacidonis-_-CP014859--_HPA177-T-_-=DSM_45092-T--_n_T	29.3752001213791	0.05459
Actinoalloteichus_nanshanensis-_-GQ926935--_NEAU_119_T	29.3752001213791	0.05671
Actinobacillus_anseriformium-_-AY172727--_F66_T	36.9146787172563	0.08623
Actinobacillus_arthritidis-_-L06084--_CCUG_24862_LTP__T	36.9146787172563	0.0251
Actinobacillus_capsulatus-_-AY362886--_CCUG_12396_T	36.85615633003	0.061031
Actinobacillus_delphinicola-_-AY362889--_NCTC_12870_T	36.8662289166692	0.11761
Actinobacillus_equuli_subsp._equuli-_-AF381186--_ATCC_19392_T	36.9146787172563	0.0378
Actinobacillus_equuli_subsp._haemolyticus-_-AF247716--_F_154_T	36.9146787172563	0.04117
Actinobacillus_hominis-_-AY362890--_NCTC_11529_T	36.9146787172563	0.03791
Actinobacillus_indolicus-_-AY362891--_46KC2_T	36.85615633003	0.06143
Actinobacillus_lignieresii-_-AY362892--_NCTC_4189_T	36.9146787172563	0.05619
Actinobacillus_pleuropneumoniae-_-CP029003--_4074_T	36.9146787172563	0.03203
Actinobacillus_porcinus-_-U65583--_NM319_T	36.85615633003	0.08202
Actinobacillus_rossii-_-AY362895--_ATCC_27072_T	36.85615633003	0.07299
Actinobacillus_scotiae-_-Y09653--_M2000/95/1-_CIP_105697-_NCTC_12922_T	36.8662289166692	0.12372
Actinobacillus_seminis-_-AY362897--_CCUG_27187_T	36.9152947877427	0.08231
Actinobacillus_suis-_-AY362899--_ATCC_33415_T	36.9146787172563	0.02448
Actinobacillus_vicugnae-_-HF565190--_W1618__BCCM_T	36.9146787172563	0.06063
Actinobaculum_suis-_-S83623--_DSM_20639_T	36.8534020207293	0.06119
Actinocatenispora_comari-_-LC603167--_NUM-2625_T	28.6789086863355	0.10948
Actinocatenispora_rupis-_-AM980986--_CS5-AC17_T	28.6789086863355	0.09266
Actinocatenispora_sera-_-AB263096--_KV-744_T	28.6789086863355	0.1116
Actinocatenispora_thailandica-_-AB107233--_TT2-10_T	28.6789086863355	0.10948
Actinocorallia_aurantiaca-_-AJ293701--_IMSNU_22193T_T	30.1743589766031	0.08411
Actinocorallia_aurea-_-AB006177--_NBRC_14752_-=_IFO_14752-_T	30.1743589766031	0.05417
Actinocorallia_cavernae-_-AY966427--_N3-7_T	30.1743589766031	0.07565
Actinocorallia_glomerata-_-AJ293704--_IMSNU_22179T_T	30.1743589766031	0.06831
Actinocorallia_herbida-_-D85473--_IFO_15485_T	30.1743589766031	0.05559
Actinocorallia_lasiicapitis-_-KR261652--_3H-GS17_T	30.1743589766031	0.06969
Actinocorallia_libanotica-_-AB364592--_NBRC_14095_T	30.1743589766031	0.08267
Actinocorallia_longicatena-_-AJ293707--_IMSNU_22180T_T	30.1743589766031	0.07184
Actinocorallia_populi-_-MF100123--_A251_T	30.1743589766031	0.09404
Actinocrinis_puniceicyclus-_-FR775984--_OB1_T	30.8769259706871	0.096591
Actinocrispum_wychmicini-_-AB738044--_MI503-A4_T	30.062493729605	0.099591
Actinokineospora_acnipugnans-_-KU881048--_R434_T	29.3468703284426	0.04542
Actinokineospora_alba-_-EU438907--_03-9939_T	29.3468703284426	0.0596
Actinokineospora_auranticolor-_-AB058396--_IFO_16518_T	29.3468703284426	0.03473
Actinokineospora_baliensis-_-AB447488--_NBRC_104211_T	29.3468703284426	0.03544
Actinokineospora_bangkokensis-_-JQ922512--_44EHW_T	29.3468703284426	0.02844
Actinokineospora_cianjurensis-_-AB473945--_BTCC_B-558_T	29.3468703284426	0.04039
Actinokineospora_cibodasensis-_-AB447489--_NBRC_104212_T	29.3468703284426	0.04464
Actinokineospora_diospyrosa-_-AF114797--_NRRL_B-24047T_T	29.3468703284426	0.0418
Actinokineospora_fastidiosa-_-AJ400710--_IMSNU_20054T_T	29.3468703284426	0.05742
Actinokineospora_globicatena-_-AF114798--_NRRL_B-24048T_T	29.3468703284426	0.04395
Actinokineospora_guangxiensis-_-KJ027603--_Gk-6_T	29.3468703284426	0.05115
Actinokineospora_inagensis-_-AF114799--_NRRL_B-24050T_T	29.3468703284426	0.04673
Actinokineospora_iranica-_-JX987892--_Chem10_T	29.3468703284426	0.05467
Actinokineospora_mzabensis-_-KJ504177--_PAL84_T	29.3468703284426	0.05038
Actinokineospora_pegani-_-MN582998--_TRM_65233_T	29.3468703284426	0.04182
Actinokineospora_riparia-_-AF114802--_NRRL_B-16432T_T	29.3468703284426	0.03401
Actinokineospora_soli-_-JN005785--_YIM_75948_T	29.3468703284426	0.05818
Actinokineospora_spheciospongiae-_-GU318361--_EG49_T	29.3468703284426	0.05388
