#OTU_IDs	trait1
Paenibacillus_agarexedens-_-AJ345020--_DSM_1327_T	2.6290218045459657
Mesorhizobium_sangaii-_-EU514525--_SCAU7_T	1.2317206311138253
Marinobacter_vulgaris-_-KY344788--_F01_T	2.071694349402005
Halospirulina_tapeticola-_-Y18791--_CCC_Baja-95_Cl.2_T	2.7990394527821176
Psychrobacter_pocilloporae-_-KT444699--_S6-60_T	2.966470180985822
Streptomyces_parvus-_-DQ442537--_NRRL_B-1455T_T	0.7594819122210882
Pelosinus_fermentans-_-LK391729--_DSM_17108_T	0.8421850724627848
Paraconexibacter_antarcticus-_-ON814778--_02-257T	4.548340751234529
Vogesella_amnigena-_-LK056648--_Npb-02_T	2.3634696376480457
Thiothrix_unzii-_-L79961--_A1-_ATCC_49747_T	4.38931961865292
g__53460	1.472864130714134
Marinobacterium_boryeongense-_-KX832989--_DMHB-2_T	4.344182090757547
Halobacillus_karajensis-_-AJ486874--_DSM_14948_T	1.7862514374142178
g__2822114	2.1385898078850336
Thermophilibacter_gallinarum-_-MN055918--_ClaCZ62_T	1.9571641203657344
g__422440	1.6895528098012542
Actinomadura_xylanilytica-_-FR692101--_BK147_T	1.4014211958271003
Thermodiscus_maritimus-_-X99554--_S2_T	1.8803811704315185
Roseibium_marinum-_-AY628423--_mano18_T	1.1717156574190293
g__2023705	1.9661154617964915
Parapseudoflavitalea_muciniphila-_-MH002344--_PMP191F_T	3.04103758783726
Oenococcus_alcoholitolerans-_-HQ009794--_UFRJ-M7.2.18_T	4.420742743185105
Nocardioides_daphniae-_-AM398438--_D287_T	2.6771826066217663
Amylibacter_kogurei-_-KY463497--_4G11_T	3.1506958819627235
Methylobacterium_symbioticum-_-MN154398--_CECT_9862_T	1.8610642926573862
Methanococcoides_methylutens-_-FR733669--_DSM2657_T	1.4439911510508072
Modestobacter_caceresii-_-JPMX01000078--_KNN45-2b_T	1.679326019378221
Kitasatospora_cystarginea-_-U93318--_JCM_7356_T	1.9443868897437802
Gelidibacter_flavus-_-KU513826--_Con4_T	2.810186066815064
Bifidobacterium_ramosum-_-KU051447--_TRE_M_T	2.600257303092028
Natronorubrum_texcoconense-_-AB935414--_JCM_17497_T	1.7188309183091468
Leclercia_tamurae-_-OM987255--_H6S3T	0.9089092398505391
Sulfitobacter_brevis-_-Y16425--_Ekho_Lake-162_T	1.8984415595428157
Clostridium_innocuum-_-M23732--_B-3_T	3.8829608703403635
Natroniella_acetigena-_-FR749904--_DSM_9952_T	2.349606785243572
g__2811380	1.577898109000828
Ureaplasma_parvum-_-AF073456--_ATCC27815_T	3.3077019575067697
g__2811387	2.1891965259286956
Brevibacillus_schisleri-_-MXAR01000000--_ATCC_35690_T	0.7722368826098305
Melaminivora_alkalimesophila-_-JQ676982--_CY1_T	2.380882322798681
Dielma_fastidiosa-_-JF824807--_JC13_T	1.9224684359056101
g__2291840	1.9588081661649428
Bradyrhizobium_huanghuaihaiense-_-HQ231463--_CCBAU_23303_T	0.9834206694390457
Prevotella_falsenii-_-AB429504--_04052_-=_JCM_15124-_T	3.7484335731186804
Homoserinibacter_gongjuensis-_-JQ639055--_5GH_26-15_T	1.4620831565445178
g__1779002	1.4855221451800542
Salinicola_rhizosphaerae-_-KF898345--_MSSRFH1_T	2.545450920933922
g__1653176	1.0003266093526475
g__1653174	1.5155272414759482
Neorhizobium_alkalisoli-_-EU074168--_CCBAU_01393_T	1.2860638197687746
Actibacter_haliotis-_-KC193210--_W113_T	2.6676758111060037
Deinococcus_malanensis-_-KT581022--_T93_T	2.984687438367338
Thermogemmatispora_carboxidivorans-_-KF193526--_PM5_T	3.049740996163352
Anoxynatronum_buryatiense-_-EU315116--_Su22_T	3.0372228595763477
Parabacteroides_chartae-_-JN029805--_NS31-3_T	1.8184550775539376
Actinocorallia_aurantiaca-_-AJ293701--_IMSNU_22193T_T	2.1093783010791367
Nucisporomicrobium_flavum-_-MW250207--_NEAU-24_T	1.0138689377466
Natronincola_ferrireducens-_-EU878275--_Z-0511_T	4.687054002102851
Chromohalobacter_beijerinckii-_-AB021386--_ATCC_19372_T	2.577188412571058
Anaerococcus_lactolyticus-_-AB673373--_JCM_8140_T	2.0427569742182023
g__2750262	1.9291828900030963
Streptomyces_chilikensis-_-JN050256--_RC_1830_T	1.3226455669285904
Halomonas_dongshanensis-_-ON692516--_aquaculturedongshan1T	3.2596288337550487
Zobellia_uliginosa-_-AB680724--_NBRC_14962_T	1.9003765874286687
Bifidobacterium_gallicum-_-D86189--_JCM_8224_T	2.7798483990338276
Flavobacterium_daejeonense-_-DQ222427--_GH1-10_T	2.7224822483459445
Dissulfurirhabdus_thermomarina-_-KU051627--_SH388_T	1.9932591248763902
Vibrio_oceanisediminis-_-KM099166--_S37_T	2.570531030150543
Streptomyces_justiciae-_-LC497890--_3R004_T	1.5824433233160593
Haematobacter_missouriensis-_-JFGS01000070--_CCUG_52307_T	1.4433018729552933
Halanaerobium_fermentans-_-AB023308--_R-9_LTP__T	3.4221081592241296
Sulfitobacter_indolifex-_-AJ550939--_Hel_45_T	1.4740630647300246
Muricauda_marina-_-KU315479--_H19-56_T	3.0753310574657915
Streptomyces_xantholiticus-_-AB184349--_NBRC_13354_T	1.2941533780575696
Buttiauxella_agrestis-_-AJ233400--_DSM_4586_T	1.367872953069278
Tunicatimonas_pelagia-_-AB602437--_N5DB8-4_T	2.2505976736502276
Collinsella_ihumii-_-LN881598--_GD8T	2.032961903960036
Syntrophomonas_bryantii-_-HE654006--_DSM_3014_T	4.5185365344589625
Alkalilimnicola_halodurans-_-AJ404972--_34Alc_LTP__T	1.5777877354160008
Legionella_lytica-_-X66835--_PCM_2298_T	1.7344494282669114
Tepidicella_xavieri-_-DQ295805--_TU-16_T	1.89545801235321
g__186191	1.7569476968351572
Bacillus_aerophilus-_-AJ831844--_28K_T	1.3501536346112566
Longibacter_salinarum-_-KU954547--_WDS2C18_T	1.9643210545868304
Nocardia_acidivorans-_-AM402972--_GW4-1778_T	1.712216767977556
Muribaculum_gordoncarteri-_-MK521455--_TLL-A4_T	5.250102497860819
Acinetobacter_brisouii-_-DQ832256--_5YN5-8_T	2.6764930791362196
Camelimonas_abortus-_-FR851926--_UK34/07-5_T	3.7175430232603888
Neobacillus_mesonae-_-JX262263--_FJAT-13985_T	1.3227508009855686
g__2812952	2.4749946678692996
Ideonella_dechloratans-_-X72724--_CCUG_30977_T	1.7538971534369057
Heliomicrobium_sulfidophilum-_-AF249678--_BR4_-T-_T	3.098917033134059
g__1241326	2.234222861467474
Caenimonas_aquaedulcis-_-OL587860--_DR4-4T	1.7040750297890006
Streptomyces_bangladeshensis-_-AY750056--_AAB-4_T	1.7165011183855698
Trebonia_kvetii-_-MN209171--_15TR583_T	2.0363470246670956
Solimonas_flava-_-EF154515--_CW-KD_4_T	0.45175394072590447
Mesorhizobium_helmanticense-_-KT899885--_CSLC115N_T	1.0803249055436306
Tetragenococcus_osmophilus-_-EU522083--_T1_T	2.6113451053799275
Rhizobium_viscosum-_-AJ639832--_LMG_16473_T	1.2755362951521865
Heliorestis_daurensis-_-AF079102--_BT-H1_T	3.006965285055954
Aequorivita_echinoideorum-_-KM085326--_CC-CZW007_T	2.909340054349095
g__64895	1.1198566064657896
g__1817571	1.8117732078603672
Natronoglycomyces_albus-_-KY775645--_ACPA22_T	2.2967966888058333
Pedobacter_frigiditerrae-_-MK183015--_RP-1-13_T	3.032304645596965
Aliiroseovarius_sediminis-_-OM943767--_N1F302T	2.7459381114906227
Staphylococcus_saprophyticus_subsp._bovis-_-AB233327--_GTC_843_T	0.9666667905713419
Sediminibacterium_lactis-_-JQ638910--_LCJ02_T	2.5475867142120867
g__2282756	2.059720744350957
Aridibacter_famidurans-_-KF245634--_A22_HD_4H_T	3.7439409889732587
g__633413	1.8896739304141177
Microbulbifer_guangxiensis-_-OM349540--_L3T	1.7971844159259343
Acetobacter_pasteurianus-_-X71863--_NBRC_106471_LTP__T	1.3199557468070653
Rathayibacter_rubneri-_-ON892742--_ZWT2_19_T	1.4570484672402055
Paenibacillus_turpanensis-_-MT032315--_YIM_B00363_T	4.250700509184015
Streptomyces_inusitatus-_-AB184445--_NBRC_13601_T	1.450798240691839
Azohydromonas_sediminis-_-MH046066--_SYSU_G00088_T	1.5527999416769793
Salisediminibacterium_selenitireducens-_-CP001791--_MLS10_T	1.837084005964361
Geomonas_ferrireducens-_-MH915555--_S62_T	1.534811923705519
Micromonospora_lupini-_-AJ783996--_Lupac_14N_T	1.90493615898239
Lysobacter_selenitireducens-_-MZ643208--_13AT	1.2909871953595877
Pandoraea_pulmonicola-_-AF139175--_LMG_18106_T	1.444406867276948
Rhizobacter_dauci-_-AB297965--_H6_-=ATCC43778-_T	1.818645732803265
Microbacterium_zeae-_-KT003983--_1204_T	2.2339750975857995
Acetobacterium_wieringae-_-X96955--_DSM_1911_T	2.305581393671661
Pseudophaeobacter_flagellatus-_-OL635555--_MA21411-1_T	1.9488712141465174
Campylobacter_novaezeelandiae-_-MK791741--_B423b_T	1.5723169787057174
Aequorivita_todarodis-_-MF962575--_MYP2-2_T	3.55053534239946
Paenibacillus_solani-_-KM978206--_FJAT-22460_T	1.586643813844307
Mannheimia_ovis-_-MH254941--_ZY170218_T	2.3283536599374735
Bartonella_acomydis-_-AB602533--_KS2-1_T	1.1500507077179583
Mangrovibacter_phragmitis-_-KP319034--_MP23_T	1.5629424856663645
Pseudomonas_kermanshahensis-_-JABWRY000000000--_SWRI100T	0.5724357485449205
Anoxybacillus_caldiproteolyticus-_-AY327448--_ATCC_BAA-818-_DSM_15730_T	1.8321793374312612
Massilia_agrisoli-_-MT514500--_MAHUQ-52T	1.7180249344264662
g__1392389	1.1432943981663406
Xenorhabdus_poinarii-_-X82253--_DSM_4768_T	1.5277699586412266
Bernardetia_litoralis-_-AB681019--_NBRC_15988_T	2.6825221114082307
Alteromonas_lipotrueae-_-JAESDJ010000001--_MD_674T	1.6355253413177113
Fusibacter_tunisiensis-_-FR851323--_BELH1_T	3.655726039428963
Photobacterium_frigidiphilum-_-AY538749--_SL13_T	2.2249072348176635
g__434	0.6899143563324844
Helicobacter_mastomyrinus-_-AY742307--_MIT_97-5574_T	2.3743423997190325
Pandoraea_capi-_-LR536850--_LMG_20602_T	1.7713940680318692
g__1172191	1.6750430086934376
Pedobacter_ginsenosidimutans-_-GU138374--_THG-45_T	1.8109608617465471
Liquorilactobacillus_vini-_-AJ576009--_CECT_5924_T	1.756308766725489
Pseudomonas_moorei-_-AM293566--_RW10_T	1.192828130198178
Halorubrum_sodomense-_-AB663420--_JCM_8880_T	0.7783287984079827
Desulfocicer_niacini-_-FR733668--_DSM2650_T	2.513534193303614
Methanocella_conradii-_-JN048683--_HZ254_T	4.148392367744217
Vibrio_hispanicus-_-AY254040--_LMG_13240_T	2.2103826701076645
Hymenobacter_terrae-_-KF862488--_DG7A_T	2.638084418219611
Altererythrobacter_troitsensis-_-AY676115--_KMM_6042_T	1.993707399692047
Gemmatimonas_phototrophica-_-CP011454--_AP64_n_T	4.318271210273873
Faecalicatena_orotica-_-FR749917--_DSM_1287_T	2.1219626594753977
Goekera_deserti-_-MK392028--_CPCC205119T_T	2.3805121339815205
Streptomyces_fradiae-_-AB184134--_NBRC_12773_T	2.115454818550824
Enterobacter_chengduensis-_-MTSO01000000--_WCHECl-C4_T	0.7175474625208049
Lactococcus_hodotermopsidis-_-LC523828--_Hs30E4_3_T	3.6215613399297917
Amycolatopsis_cappadoca-_-KX608880--_AG28_T	1.7101780110943843
Haloparvum_alkalitolerans-_-AB638839--_MK62-1_T	2.3536253992810985
Modestobacter_multiseptatus-_-Y18646--_AA826_LTP__T	2.113719380964387
Sphingomonas_aurantiaca-_-AJ429236--_MA101b_T	2.0780682962260952
Kingella_oralis-_-ACJW02000005--_ATCC_51147_T	2.500563335567085
Sinomonas_flava-_-EU370704--_CW_108_T	1.9248819797514938
Micromonospora_terminaliae-_-KX394339--_TMS7_T	1.7542934620045116
Acinetobacter_indicus-_-JQ608323--_1NM-4_T	2.1682725805779928
Yoonia_tamlensis-_-DQ533556--_SSW-35_T	2.417455743314362
Pseudochrobactrum_algeriensis-_-MZ227818--_C130915_07T	2.0126237736091834
Yoonia_vestfoldensis-_-AJ582226--_LMG_22003_T	2.845347357014106
Nesterenkonia_natronophila-_-MH225769--_M8_T	2.006820076283173
Azospira_oryzae-_-AF011347--_6a3_T	2.0481323731005663
g__58120	1.1882173876192423
g__58122	1.0381248798517646
Amaricoccus_macauensis-_-U88042--_Ben104_T	3.133283439262041
Saccharothrix_algeriensis-_-AY054972--_NRRL_B-24137_T	1.7701042686392787
Streptomyces_murinus-_-AB184155--_NBRC_12799_T	1.7531440960016649
Lacrimispora_algidixylanolytica-_-AF092549--_SPL73_T	2.222342372478252
Paenibacillus_wynnii-_-AJ633647--_LMG_22176_T	3.3538353394381195
Enterococcus_alishanensis-_-AB807774--_ALS3_T	1.6321554302384131
Megamonas_rupellensis-_-EU346729--_FM1025_T	2.5211572154805104
Mycoplasma_glycophilum-_-AF412981--_486-T-_T	2.252843737423791
Allohahella_antarctica-_-EF495227--_IMCC3113_T	3.250984754878168
Saccharopolyspora_tripterygii-_-FJ214364--_YIM_65359_T	1.6191169926912647
Campylobacter_pinnipediorum_subsp._pinnipediorum-_-CP012546--_RM17260_T	1.3802744809650405
Thiomicrospira_pelophila-_-L40809--_DSM_1534_T	2.139041509894224
Natribaculum_breve-_-KF739011--_TRM20010_T	2.8199695605376203
Shouchella_oshimensis-_-AB188090--_K11_T	2.2787199882264373
Desulfosoma_profundi-_-HM056226--_SPDX02-08_T	3.1704204829520677
Piscibacillus_halophilus-_-FM864227--_HS224_T	1.5029804956812067
Carnobacterium_funditum-_-S86170--_pf3_T	2.0304933096417432
Desulfosarcina_cetonica-_-AJ237603--_DSM_7267_T	2.1443645650392584
Sphingobacterium_gobiense-_-KF318647--_H7_T	3.1709621911675834
Bradyrhizobium_oligotrophicum-_-JQ619230--_LMG_10732_T	1.5661836656989783
Parolsenella_massiliensis-_-LT598582--_Marseille-P3237_T	2.5162056920732914
g__2016	1.346277174143437
Belliella_alkalica-_-KR233207--_R4-6_/type_materialtype_strain_of_Belliella_alkalicaT	2.092028463581188
g__2013	1.0366758687836461
Promicromonospora_citrea-_-X83808--_DSM_43110T_T	2.012436345127279
Pseudomonas_indica-_-AF302795--_IMT37_LTP__T	2.2317480638459113
Azospirillum_fermentarium-_-JX843282--_CC-LY743_T	3.0857906596052294
Zunongwangia_pacifica-_-OK493753--_C2-37M9T	2.070339027721513
g__2884243	1.5505678697660674
Paraburkholderia_bryophila-_-AM489501--_LMG_23644_T	1.4566650478543335
Providencia_stuartii-_-AF008581--_ATCC_29914_T	1.4219517378625093
Flavobacterium_aquatile-_-AM230485--_DSM_1132_T	2.545633209848542
g__351094	1.6325817348559644
Nocardia_brasiliensis-_-AF430038--_DSM_43758_T	1.9140012780376816
Dictyobacter_vulcani-_-LC422201--_W12_T	4.074149387852928
g__2898489	1.6001066971951259
Duganella_radicis-_-EU672807--_Sac-41_T	1.5987310742381164
Lentzea_alba-_-MT117827--_NEAU-D13_T	1.187717620706719
Rufibacter_immobilis-_-HG316123--_MCC_P1_T	2.62826762815481
Hydrogenophilus_thiooxidans-_-MW788560--_SS56_T	3.0766801923275597
Halorubrum_orientale-_-AB663418--_CECT_7145_T	3.2149514906277044
Peptoniphilus_rhinitidis-_-HM801866--_1-13_T	2.470963529029581
Furfurilactobacillus_milii-_-OK661007--_FUA3430_T	2.0253327500738685
Serratia_proteamaculans-_-AJ233434--_DSM_4543_T	0.3809096690344934
Hyphomicrobium_vulgare-_-AB543807--_JCM_6889_T	1.8115814691354828
Moritella_abyssi-_-AJ252022--_2693_T	1.6750725921535041
Stenotrophomonas_bentonitica-_-LT622838--_BII-R7_T	2.0742275423888272
Natranaeroarchaeum_aerophilum-_-MG584707--_AArc-St1-1_/type_materialtype_strain_of_NatranaeroarchaeumaerophilumT	2.537349483040344
Beijerinckia_indica_subsp._indica-_-CP001016--_ATCC_9039_T	1.3325359457368797
Helicobacter_enhydrae-_-CP016503--_MIT_01-6242_T	1.3991869142053277
g__34019	2.0689214818031654
Porphyromonas_asaccharolytica-_-CP002689--_DSM_20707_T	1.0954701388563028
Arcobacter_bivalviorum-_-FJ573217--_F4_T	2.9107350858679526
g__299568	1.5335905307948305
Glutamicibacter_ardleyensis-_-AJ551163--_An25_T	1.3261604022541746
g__299566	1.55431397264557
Streptomyces_albidus-_-GU434243--_CAP_215T	2.3051283742968396
Actinomadura_rayongensis-_-AB889544--_RY35-68_T	2.0466268065193236
Frateuria_terrea-_-EU682683--_VA24_T	2.5814754177582477
Fodinicola_feengrottensis-_-EF490376--_HKI_0501_T	2.642774093642827
Leptospira_weilii-_-U12676--_serogroup_Celledoni-_serovar_celledoni-_strain_Celledoni_-ATCC_43285-_T	2.57268467567355
Streptomyces_chromofuscus-_-AB184194--_NBRC_12851_T	1.479988971274665
Streptomyces_sedi-_-EU925562--_YIM_65188_T	2.5691828326463155
Actinopolyspora_alba-_-GQ480940--_YIM_90480_T	3.07734625170205
Bifidobacterium_xylocopae-_-MG597278--_XV2_T	2.615504191997682
g__55968	1.176283280621213
Corynebacterium_afermentans_subsp._lipophilum-_-X82055--_CIP_103500_T	1.1011848452527335
g__2035978	2.771291109057338
Aromatoleum_toluolicum-_-AF129465--_T_s_T	1.3851107914596954
Lactococcus_reticulitermitis-_-BEDT01000000--_Rs-Y01_T	3.063072431008864
Lutibacter_oceani-_-KX279953--_325-5_T	2.4821068875188597
Thalassobius_litorarius-_-KP410684--_MME-075_T	2.0641164664418743
Mariniphaga_anaerophila-_-AB921558--_Fu11-5_T	4.432088108573792
Actinopolymorpha_cephalotaxi-_-EU438909--_I06-2230_T	1.9113052549367164
Mycobacterium_heckeshornense-_-AF174290--_S369_T	2.137433179170034
Salinicola_tamaricis-_-KT343976--_F01_T	1.824539445786829
g__56433	0.5499902268884185
Polynucleobacter_meluiroseus-_-MF872602--_AP-Melu-1000-B4_T	0.9039658131840369
g__1472762	0.9278528712585825
g__1472763	2.4372542403515105
Leclercia_pneumoniae-_-OK161083--_49125_T	0.9574520537732704
Campylobacter_sputorum_subsp._bubulus-_-DQ174151--_NCTC_11367_T	1.9498851734859954
g__2035353	2.7491201426813254
Xenorhabdus_japonica-_-DQ202310--_DSM16522T_T	2.0018660965366175
Salinarchaeum_laminariae-_-HM159601--_R26_T	2.5043805293677344
Lactiplantibacillus_plantarum_subsp._plantarum-_-ACGZ02000033--_ATCC_14917_T	1.955622992542503
Pedobacter_metabolipauper-_-AM491370--_WB2.3-71_T	2.305344411060488
Elizabethkingia_occulta-_-MH789418--_G4070_T	1.5759581660889252
Ferruginibacter_alkalilentus-_-FJ177530--_HU1-GD23_T	3.2115196205028744
g__2986345	2.481899086951395
g__2986344	2.482055196039687
Gemmata_massiliana-_-JX088244--_IIL30_/type_materialtype_strain_of_Gemmata_massilianaT	3.066814586446213
g__367298	0.5519108519953668
Hydrocarboniphaga_daqingensis-_-EU313812--_B2-9_T	2.2288560803069304
Actinocorallia_libanotica-_-AB364592--_NBRC_14095_T	2.3713029227686815
Flavobacterium_urocaniciphilum-_-AB795015--_YIT_12746_T	2.3741266960315084
g__28905	2.5625699731927467
Micromonospora_fulva-_-FJ772077--_UDF-1_T	2.0277816874020926
g__83400	1.8513129569534779
g__1354809	2.220849190914344
Geobacter_sulfurreducens_subsp._ethanolicus-_-AB762695--_OSK2A_T	1.7910787430738595
Kocuria_uropygioeca-_-MF510149--_36_T	1.3085991113349567
Haliea_atlantica-_-KM117233--_SM1351_T	2.2437666254580027
Mesorhizobium_australicum-_-AY601516--_WSM2073_T	1.058160545095459
Marispirillum_indicum-_-EU642410--_B142_T	1.6828880744429828
Microbacterium_soli-_-EF593038--_DCY17_T	2.87145620754683
Kushneria_indalinina-_-AJ427627--_CG2.1_T	3.046668410154543
Larsenimonas_salina-_-HF678441--_M1-18_T	1.9717466668033041
Tabrizicola_algicola-_-KY363643--_ETT8_T	1.5820793238776987
Rhizobium_leguminosarum-_-JQ085246--_USDA_2370_T	0.9248615276996724
Arthrobacter_ipis-_-JAAOXD000000000--_IA7T	1.3832854895713842
Cerasibacillus_terrae-_-MK335900--_CC-CFT480_T	2.606668597225873
Rheinheimera_baltica-_-AUDG01000123--_DSM_14885_T	1.841475685758342
Izhakiella_capsodis-_-KF436763--_N6PO6_T	2.827846454858581
Flavobacterium_arcticum-_-KU529277--_SM1502_T	2.1121649772284874
Syntrophobacterium_sulfatireducens-_-AY651787--_TB8106_T	1.4866637141242838
Cobetia_crustatorum-_-EU909460--_JO1_T	2.1619733363231357
Nocardioides_vastitatis-_-MK787305--_21Sc5-5_T	2.563283658067083
g__1021	2.1775804218394645
Anaerohalosphaera_lusitana-_-KY471010--_ST-NAGAB-D1_T	2.5342528251179095
Vibrio_aestivus-_-HE613734--_M22_T	1.8111330359947384
g__110932	0.7797534402661387
Pasteurella_multocida_subsp._septica-_-AF294411--_CCUG_17977_T	2.897816256373943
g__110934	1.501664983456049
Porphyromonas_endodontalis-_-AY253728--_ATCC_35406_T	3.8655906844990806
Melghirimyces_algeriensis-_-HQ383683--_NariEX_T	3.4515646595050082
Shewanella_acanthi-_-MW074301--_FJAT-51860_/type_materialtype_strain_of_Shewanella_acanthiT	1.4800592451136105
Planktotalea_frisia-_-FJ882052--_SH6-1_T	2.3539178326128276
Pseudidiomarina_tainanensis-_-EU423907--_PIN1_T	2.168489611800475
Maribacter_ulvicola-_-AY271626--_KMM_3951_T	2.9598632522384705
Glutamicibacter_mysorens-_-AJ617482--_DSM_12798_T	1.5468941331724821
Anaerocella_delicata-_-AB298736--_WN081_T	2.3609910348076566
g__2676755	0.8442839933156914
Domibacillus_antri-_-KT719299--_XD80_T	1.9844030057734905
Cohnella_rhizosphaerae-_-KF840792--_CSE-5610_T	2.103284481413359
Ornithinimicrobium_ciconiae-_-MK253308--_H23M54_T	2.491442989292568
Mesorhizobium_neociceri-_-HF931050--_CCANP35T	1.2039211110179777
Terrabacter_aerolatus-_-EF212039--_5516J-36_T	1.730474360473596
Variovorax_dokdonensis-_-DQ178978--_DS-43_T	1.6676296907232278
Geobacillus_thermodenitrificans_subsp._calidus-_-EU477773--_F84b_T	1.8287945702765869
Micromonospora_equina-_-JF912511--_Y22_T	1.918121483135708
Garicola_koreensis-_-JX152781--_SJ5-4_T	2.1534762823166793
Deinococcus_radiomollis-_-EF635404--_PO-04-20-132_T	2.9900415645076706
Aurantiacibacter_gangjinensis-_-EU428782--_K7-2_T	2.508320188645218
Ureibacillus_massiliensis-_-AY677116--_4400831_T	2.4427895403991933
Alicyclobacillus_dauci-_-AB916540--_4F_T	2.2816475389140436
Desemzia_incerta-_-Y17300--_DSM_20581_T	1.4758753914173373
Azotobacter_vinelandii-_-AB175657--_IAM_15004_T	1.8700305040906087
Roseovarius_ramblicola-_-MF527111--_D15_T	2.7061767167831277
Alkalitalea_saponilacus-_-HQ191474--_SC/BZ-SP2_T	1.6916801045515497
Ameyamaea_chiangmaiensis-_-AB303366--_BCC_15744_T	1.082755168361592
g__164450	1.0988123071128342
Bacillus_proteolyticus-_-KJ812418--_MCCC_1A00365_T	0.6764656672878582
Anaerococcus_rubeinfantis-_-LN881592--_mt16_T	2.4406428591543454
g__2893060	1.724485861640191
Occultella_gossypii-_-MW442969--_N2-46_T	2.1634421730440954
Kitasatospora_niigatensis-_-AB022876--_SK-3406_T	2.34329668905956
Thermus_altitudinis-_-OM149375--_SYSUG00630_T	2.0773116176895265
Lentilactobacillus_farraginis-_-AB262731--_NRIC_0676_T	1.7871753989761965
Arsukibacterium_tuosuense-_-KC762310--_TS-T4_T	2.300557462789097
g__200903	0.6933409708355787
Agromyces_subbeticus-_-ATXG01000026--_DSM_16689_T	1.875740770479826
Rheinheimera_coerulea-_-LT627667--_TAPG2_T	2.030670759089191
Aquimixticola_soesokkakensis-_-KJ794108--_DSSK2-3_T	1.6992964055428879
Reyranella_terrae-_-KP185143--_11G32_T	3.4351200548407625
Novipirellula_artificiosorum-_-MK554551--_Poly41_T	3.6084626840241727
Thermus_filiformis-_-FR749951--_DSM_4687_T	4.238828442772084
Nocardioides_marinquilinus-_-JX164255--_CL-GY44_T	4.396095511946628
Phyllobacterium_myrsinacearum-_-AB681132--_NBRC_100019_T	1.2124431024754407
g__1049006	2.7487769511278026
g__2282693	1.4117090341196963
Thermobacillus_xylanilyticus-_-AJ005795--_XE_T	2.7462065295987395
Mesorhizobium_muleiense-_-HQ316710--_CCBAU_83963_T	1.4051793957095522
Haladaptatus_salinisoli-_-MK680098--_PSR8T	1.763967616276039
Moraxella_equi-_-AF005184--_327/72_T	1.905217895130035
Nonlabens_marinus-_-AP014548--_S1-08_n_T	2.1846658333660813
Tsukamurella_wratislaviensis-_-Z37138--_NCIMB_13082_T	0.13763552549850985
Sphingomonas_populi-_-MK101439--_3-7_T	2.052378072834143
g__40222	1.8434695601940068
g__184923	0.9985319098515888
g__647960	1.33195350604807
Deferrivibrio_essentukiensis-_-JAJAFU000000000--_Es71-Z0220T	2.1816789905018794
Peptoniphilus_stercorisuis-_-KF705042--_DSM_27563_T	3.1123384494173303
Sphingomonas_alba-_-MZ675814--_SE158T	2.303315879486429
Salinivibrio_socompensis-_-HF953987--_S35_T	2.50207978875774
Nitratiruptor_labii-_-LC528620--_HRV44_T	5.268327701687692
